source,target,weight
BL57,GV26,1
BL57,GV27,1
BL57,GV28,1
BL57,GV3,1
BL57,GV5,1
BL57,GV6,1
BL57,GV7,1
BL57,GV8,1
BL57,GV9,1
BL57,HT7,1
BL57,LR3,1
BL57,PC6,1
BL57,SP6,1
BL57,ST25,1
BL57,ST36,1
BL58,BL59,1
BL58,BL6,1
BL58,BL60,1
BL58,BL61,1
BL58,BL62,1
BL58,BL63,1
BL58,BL64,1
BL58,BL65,1
BL58,BL66,1
BL58,BL67,1
BL58,BL7,1
BL58,BL8,1
BL58,BL9,1
BL58,GV1,1
BL58,GV10,1
BL58,GV11,1
BL58,GV12,1
BL58,GV13,1
BL58,GV14,1
BL58,GV15,1
BL58,GV16,1
BL58,GV17,1
BL58,GV18,1
BL58,GV19,1
BL58,GV2,1
BL58,GV20,1
BL58,GV21,1
BL58,GV22,1
BL58,GV23,1
BL58,GV24,1
BL58,GV25,1
BL58,GV26,1
BL58,GV27,1
BL58,GV28,1
BL58,GV3,1
BL58,GV4,1
BL58,GV5,1
BL58,GV6,1
BL58,GV7,1
BL58,GV8,1
BL58,GV9,1
BL59,BL6,1
BL59,BL60,1
BL59,BL61,1
BL59,BL62,1
BL59,BL63,1
BL59,BL64,1
BL59,BL65,1
BL59,BL66,1
BL59,BL67,1
BL59,BL7,1
BL59,BL8,1
BL59,BL9,1
BL59,GV1,1
BL59,GV10,1
BL59,GV11,1
BL59,GV12,1
BL59,GV13,1
BL59,GV14,1
BL59,GV15,1
BL59,GV16,1
BL59,GV17,1
BL59,GV18,1
BL59,GV19,1
BL59,GV2,1
BL59,GV20,1
BL59,GV21,1
BL59,GV22,1
BL59,GV23,1
BL59,GV24,1
BL59,GV25,1
BL59,GV26,1
BL59,GV27,1
BL59,GV28,1
BL59,GV3,1
BL59,GV4,1
BL59,GV5,1
BL59,GV6,1
BL59,GV7,1
BL59,GV8,1
BL59,GV9,1
BL6,BL60,1
BL6,BL61,1
BL6,BL62,1
BL6,BL63,1
BL6,BL64,1
BL6,BL65,1
BL6,BL66,1
BL6,BL67,1
BL6,BL7,1
BL6,BL8,1
BL6,BL9,1
BL6,GV1,1
BL6,GV10,1
BL6,GV11,1
BL6,GV12,1
BL6,GV13,1
BL6,GV14,1
BL6,GV15,1
BL6,GV16,1
BL6,GV17,1
BL6,GV18,1
BL6,GV19,1
BL6,GV2,1
BL6,GV20,1
BL6,GV21,1
BL6,GV22,1
BL6,GV23,1
BL6,GV24,1
BL6,GV25,1
BL6,GV26,1
BL6,GV27,1
BL6,GV28,1
BL6,GV3,1
BL6,GV4,1
BL6,GV5,1
BL6,GV6,1
BL6,GV7,1
BL6,GV8,1
BL6,GV9,1
BL60,BL61,1
BL60,BL63,1
BL60,BL64,1
BL60,BL65,1
BL60,BL66,1
BL60,BL67,1
BL60,BL7,1
BL60,BL8,1
BL60,BL9,1
BL60,GV1,1
BL60,GV10,1
BL60,GV11,1
BL60,GV12,1
BL60,GV13,1
BL60,GV14,1
BL60,GV15,1
BL60,GV16,1
BL60,GV17,1
BL60,GV18,1
BL60,GV19,1
BL60,GV2,1
BL60,GV20,1
BL60,GV21,1
BL60,GV22,1
BL60,GV23,1
BL60,GV24,1
BL60,GV25,1
BL60,GV26,1
BL60,GV27,1
BL60,GV28,1
BL60,GV3,1
BL60,GV4,1
BL60,GV5,1
BL60,GV6,1
BL60,GV7,1
BL60,GV8,1
BL60,GV9,1
BL60,HT7,1
BL60,KI3,1
BL60,KI6,1
BL60,PC6,1
BL60,SISHENCONG,1
BL60,SP6,1
BL60,ST36,1
BL61,BL62,1
BL61,BL63,1
BL61,BL64,1
BL61,BL65,1
BL61,BL66,1
BL61,BL67,1
BL61,BL7,1
BL61,BL8,1
BL61,BL9,1
BL61,GV1,1
BL61,GV10,1
BL61,GV11,1
BL61,GV12,1
BL61,GV13,1
BL61,GV14,1
BL61,GV15,1
BL61,GV16,1
BL61,GV17,1
BL61,GV18,1
BL61,GV19,1
BL61,GV2,1
BL61,GV20,1
BL61,GV21,1
BL61,GV22,1
BL61,GV23,1
BL61,GV24,1
BL61,GV25,1
BL61,GV26,1
BL61,GV27,1
BL61,GV28,1
BL61,GV3,1
BL61,GV4,1
BL61,GV5,1
BL61,GV6,1
BL61,GV7,1
BL61,GV8,1
BL61,GV9,1
BL62,BL63,1
BL62,BL64,1
BL62,BL65,1
BL62,BL66,1
BL62,BL67,1
BL62,BL7,1
BL62,BL8,1
BL62,BL9,1
BL62,EAR_HEART,1
BL62,EAR_KIDNEY,1
BL62,EAR_LIVER,1
BL62,EAR_SHENMEN,1
BL62,EAR_SPLEEN,1
BL62,EAR_SUBCORTEX,1
BL62,EAR_SYMPATHETIC,1
BL62,EX-HN3,1
BL62,GB35,1
BL62,GB43,1
BL62,GV1,1
BL62,GV10,1
BL62,GV11,1
BL62,GV12,1
BL62,GV13,1
BL62,GV14,1
BL62,GV15,1
BL62,GV16,1
BL62,GV17,1
BL62,GV18,1
BL62,GV19,1
BL62,GV2,1
BL62,GV21,1
BL62,GV22,1
BL62,GV23,1
BL62,GV25,1
BL62,GV26,1
BL62,GV27,1
BL62,GV28,1
BL62,GV3,1
BL62,GV4,1
BL62,GV5,1
BL62,GV6,1
BL62,GV7,1
BL62,GV8,1
BL62,GV9,1
BL62,KI9,1
BL62,PC7,1
BL62,ST25,1
BL62,TAIYANG,1
BL63,BL64,1
BL63,BL65,1
BL63,BL66,1
BL63,BL67,1
BL63,BL7,1
BL63,BL8,1
BL63,BL9,1
BL63,GV1,1
BL63,GV10,1
BL63,GV11,1
BL63,GV12,1
BL63,GV13,1
BL63,GV14,1
BL63,GV15,1
BL63,GV16,1
BL63,GV17,1
BL63,GV18,1
BL63,GV19,1
BL63,GV2,1
BL63,GV20,1
BL63,GV21,1
BL63,GV22,1
BL63,GV23,1
BL63,GV24,1
BL63,GV25,1
BL63,GV26,1
BL63,GV27,1
BL63,GV28,1
BL63,GV3,1
BL63,GV4,1
BL63,GV5,1
BL63,GV6,1
BL63,GV7,1
BL63,GV8,1
BL63,GV9,1
BL64,BL65,1
BL64,BL66,1
BL64,BL67,1
BL64,BL7,1
BL64,BL8,1
BL64,BL9,1
BL64,GV1,1
BL64,GV10,1
BL64,GV11,1
BL64,GV12,1
BL64,GV13,1
BL64,GV14,1
BL64,GV15,1
BL64,GV16,1
BL64,GV17,1
BL64,GV18,1
BL64,GV19,1
BL64,GV2,1
BL64,GV20,1
BL64,GV21,1
BL64,GV22,1
BL64,GV23,1
BL64,GV24,1
BL64,GV25,1
BL64,GV26,1
BL64,GV27,1
BL64,GV28,1
BL64,GV3,1
BL64,GV4,1
BL64,GV5,1
BL64,GV6,1
BL64,GV7,1
BL64,GV8,1
BL64,GV9,1
BL65,BL66,1
BL65,BL67,1
BL65,BL7,1
BL65,BL8,1
BL65,BL9,1
BL65,GV1,1
BL65,GV10,1
BL65,GV11,1
BL65,GV12,1
BL65,GV13,1
BL65,GV14,1
BL65,GV15,1
BL65,GV16,1
BL65,GV17,1
BL65,GV18,1
BL65,GV19,1
BL65,GV2,1
BL65,GV20,1
BL65,GV21,1
BL65,GV22,1
BL65,GV23,1
BL65,GV24,1
BL65,GV25,1
BL65,GV26,1
BL65,GV27,1
BL65,GV28,1
BL65,GV3,1
BL65,GV4,1
BL65,GV5,1
BL65,GV6,1
BL65,GV7,1
BL65,GV8,1
BL65,GV9,1
BL66,BL67,1
BL66,BL7,1
BL66,BL8,1
BL66,BL9,1
BL66,GV1,1
BL66,GV10,1
BL66,GV11,1
BL66,GV12,1
BL66,GV13,1
BL66,GV14,1
BL66,GV15,1
BL66,GV16,1
BL66,GV17,1
BL66,GV18,1
BL66,GV19,1
BL66,GV2,1
BL66,GV20,1
BL66,GV21,1
BL66,GV22,1
BL66,GV23,1
BL66,GV24,1
BL66,GV25,1
BL66,GV26,1
BL66,GV27,1
BL66,GV28,1
BL66,GV3,1
BL66,GV4,1
BL66,GV5,1
BL66,GV6,1
BL66,GV7,1
BL66,GV8,1
BL66,GV9,1
BL67,BL7,1
BL67,BL8,1
BL67,BL9,1
BL67,GV1,1
BL67,GV10,1
BL67,GV11,1
BL67,GV12,1
BL67,GV13,1
BL67,GV14,1
BL67,GV15,1
BL67,GV16,1
BL67,GV17,1
BL67,GV18,1
BL67,GV19,1
BL67,GV2,1
BL67,GV20,1
BL67,GV21,1
BL67,GV22,1
BL67,GV23,1
BL67,GV24,1
BL67,GV25,1
BL67,GV26,1
BL67,GV27,1
BL67,GV28,1
BL67,GV3,1
BL67,GV4,1
BL67,GV5,1
BL67,GV6,1
BL67,GV7,1
BL67,GV8,1
BL67,GV9,1
BL7,BL8,1
BL7,BL9,1
BL7,GV1,1
BL7,GV10,1
BL7,GV11,1
BL7,GV12,1
BL7,GV13,1
BL7,GV14,1
BL7,GV15,1
BL7,GV16,1
BL7,GV17,1
BL7,GV18,1
BL7,GV19,1
BL7,GV2,1
BL7,GV20,1
BL7,GV21,1
BL7,GV22,1
BL7,GV23,1
BL7,GV24,1
BL7,GV25,1
BL7,GV26,1
BL7,GV27,1
BL7,GV28,1
BL7,GV3,1
BL7,GV4,1
BL7,GV5,1
BL7,GV6,1
BL7,GV7,1
BL7,GV8,1
BL7,GV9,1
BL8,BL9,1
BL8,GV1,1
BL8,GV10,1
BL8,GV11,1
BL8,GV12,1
BL8,GV13,1
BL8,GV14,1
BL8,GV15,1
BL8,GV16,1
BL8,GV17,1
BL8,GV18,1
BL8,GV19,1
BL8,GV2,1
BL8,GV20,1
BL8,GV21,1
BL8,GV22,1
BL8,GV23,1
BL8,GV24,1
BL8,GV25,1
BL8,GV26,1
BL8,GV27,1
BL8,GV28,1
BL8,GV3,1
BL8,GV4,1
BL8,GV5,1
BL8,GV6,1
BL8,GV7,1
BL8,GV8,1
BL8,GV9,1
BL9,GV1,1
BL9,GV10,1
BL9,GV11,1
BL9,GV12,1
BL9,GV13,1
BL9,GV14,1
BL9,GV15,1
BL9,GV16,1
BL9,GV17,1
BL9,GV18,1
BL9,GV19,1
BL9,GV2,1
BL9,GV20,1
BL9,GV21,1
BL9,GV22,1
BL9,GV23,1
BL9,GV24,1
BL9,GV25,1
BL9,GV26,1
BL9,GV27,1
BL9,GV28,1
BL9,GV3,1
BL9,GV4,1
BL9,GV5,1
BL9,GV6,1
BL9,GV7,1
BL9,GV8,1
BL9,GV9,1
CV10,CV13,1
CV10,EAR_BRAIN,1
CV10,EAR_HEART,1
CV10,EAR_HYPOPHYSIS,1
CV10,EAR_KIDNEY,1
CV10,EAR_LIVER,1
CV10,EAR_OCCIPUT,1
CV10,EAR_SPLEEN,1
CV10,EAR_SUBCORTEX,1
CV10,KI17,1
CV10,SISHENCONG,1
CV10,SP6,1
CV10,ST24,1
CV10,ST25,1
CV10,ST30,1
CV10,ST31,1
CV10,ST36,1
CV12,CV13,1
CV12,CV14,1
CV12,CV15,1
CV12,CV17,1
CV12,CV24,1
CV12,EAR_BRAIN,1
CV12,EAR_HEART,1
CV12,EAR_HYPOPHYSIS,1
CV12,EAR_KIDNEY,1
CV12,EAR_LIVER,1
CV12,EAR_OCCIPUT,1
CV12,EAR_SPLEEN,1
CV12,EAR_SUBCORTEX,1
CV12,EX-HN1,1
CV12,EX-HN3,1
CV12,EX-HN5,1
CV12,GV10,1
CV12,GV11,1
CV12,GV16,1
CV12,GV17,1
CV12,GV26,1
CV12,GV9,1
CV12,KI17,1
CV12,KI3,1
CV12,KI6,1
CV12,SISHENCONG,1
CV12,SP4,1
CV12,ST21,1
CV12,ST24,1
CV12,ST30,1
CV12,ST31,1
CV12,ST40,1
CV13,CV6,1
CV13,PC6,1
CV13,ST25,1
CV13,ST36,1
CV14,CV15,1
CV14,CV17,1
CV14,CV24,1
CV14,CV6,1
CV14,GV10,1
CV14,GV11,1
CV14,GV14,1
CV14,GV16,1
CV14,GV17,1
CV14,GV20,1
CV14,GV24,1
CV14,GV26,1
CV14,GV4,1
CV14,GV9,1
CV14,YINTANG,1
CV15,CV17,1
CV15,CV24,1
CV15,CV6,1
CV15,GV10,1
CV15,GV11,1
CV15,GV14,1
CV15,GV16,1
CV15,GV17,1
CV15,GV20,1
CV15,GV24,1
CV15,GV26,1
CV15,GV4,1
CV15,GV9,1
CV15,YINTANG,1
CV17,CV24,1
CV17,CV6,1
CV17,GV10,1
CV17,GV11,1
CV17,GV14,1
CV17,GV16,1
CV17,GV17,1
CV17,GV20,1
CV17,GV24,1
CV17,GV26,1
CV17,GV4,1
CV17,GV9,1
CV17,YINTANG,1
CV24,CV6,1
CV24,GV10,1
CV24,GV11,1
CV24,GV14,1
CV24,GV16,1
CV24,GV17,1
CV24,GV20,1
CV24,GV24,1
CV24,GV26,1
CV24,GV4,1
CV24,GV9,1
CV24,YINTANG,1
CV4,EAR_BRAIN,1
CV4,EAR_HEART,1
CV4,EAR_HYPOPHYSIS,1
CV4,EAR_KIDNEY,1
CV4,EAR_LIVER,1
CV4,EAR_OCCIPUT,1
CV4,EAR_SPLEEN,1
CV4,EAR_SUBCORTEX,1
CV4,EX-HN1,1
CV4,GV14,1
CV4,GV24,1
CV4,GV4,1
CV4,KI17,1
CV4,KI3,1
CV4,SISHENCONG,1
CV4,ST24,1
CV4,ST25,1
CV4,ST30,1
CV4,ST31,1
CV6,EAR_BRAIN,1
CV6,EAR_HEART,1
CV6,EAR_HYPOPHYSIS,1
CV6,EAR_KIDNEY,1
CV6,EAR_LIVER,1
CV6,EAR_OCCIPUT,1
CV6,EAR_SPLEEN,1
CV6,EAR_SUBCORTEX,1
CV6,GV10,1
CV6,GV11,1
CV6,GV16,1
CV6,GV17,1
CV6,GV26,1
CV6,GV9,1
CV6,KI17,1
CV6,LR3,1
CV6,SISHENCONG,1
CV6,ST24,1
CV6,ST30,1
CV6,ST31,1
EAR_BRAIN,EAR_HYPOPHYSIS,1
EAR_BRAIN,EAR_OCCIPUT,1
EAR_BRAIN,EAR_SHENMEN,1
EAR_BRAIN,EAR_SYMPATHETIC,1
EAR_BRAIN,GV20,1
EAR_BRAIN,HT7,1
EAR_BRAIN,YINTANG,1
EAR_CORTICAL_AREAS,EAR_ENDOCRINE,1
EAR_CORTICAL_AREAS,EAR_HEART,1
EAR_CORTICAL_AREAS,EAR_KIDNEY,1
EAR_CORTICAL_AREAS,EAR_LIVER,1
EAR_CORTICAL_AREAS,EAR_LUNG,1
EAR_CORTICAL_AREAS,EAR_SHENMEN,1
EAR_CORTICAL_AREAS,EAR_SPLEEN,1
EAR_CORTICAL_AREAS,EAR_SYMPATHETIC,1
EAR_CORTICAL_AREAS,EX-HN3,1
EAR_CORTICAL_AREAS,EX-HN5,1
EAR_CORTICAL_AREAS,GV20,1
EAR_CORTICAL_AREAS,GV24,1
EAR_CORTICAL_AREAS,HT7,1
EAR_ENDOCRINE,EAR_GALLBLADDER,1
EAR_ENDOCRINE,EAR_LARGE_INTESTINE,1
EAR_ENDOCRINE,EAR_LUNG,1
EAR_ENDOCRINE,EAR_SANJIAO,1
EAR_ENDOCRINE,EAR_SMALL_INTESTINE,1
EAR_ENDOCRINE,EAR_SUBCORTEX,1
EAR_ENDOCRINE,EX-HN3,1
EAR_ENDOCRINE,EX-HN5,1
EAR_ENDOCRINE,GV20,1
EAR_ENDOCRINE,GV24,1
EAR_ENDOCRINE,HT7,1
EAR_GALLBLADDER,EAR_LARGE_INTESTINE,1
EAR_GALLBLADDER,EAR_OCCIPUT,1
EAR_GALLBLADDER,EAR_SANJIAO,1
EAR_GALLBLADDER,EAR_SMALL_INTESTINE,1
EAR_GALLBLADDER,EAR_STOMACH,1
EAR_GALLBLADDER,EAR_SUBCORTEX,1
EAR_HEART,EAR_LARGE_INTESTINE,1
EAR_HEART,EAR_LUNG,1
EAR_HEART,EAR_SANJIAO,1
EAR_HEART,EAR_SMALL_INTESTINE,1
EAR_HEART,EAR_STOMACH,1
EAR_HEART,EX-HN3,1
EAR_HEART,EX-HN5,1
EAR_HEART,GV24,1
EAR_HEART,KI6,1
EAR_HEART,LI10,1
EAR_HEART,ST36,1
EAR_HEART,TE17,1
EAR_HYPOPHYSIS,EAR_OCCIPUT,1
EAR_HYPOPHYSIS,EAR_SHENMEN,1
EAR_HYPOPHYSIS,EAR_SYMPATHETIC,1
EAR_HYPOPHYSIS,GV20,1
EAR_HYPOPHYSIS,HT7,1
EAR_HYPOPHYSIS,YINTANG,1
EAR_KIDNEY,EAR_LARGE_INTESTINE,1
EAR_KIDNEY,EAR_LUNG,1
EAR_KIDNEY,EAR_SANJIAO,1
EAR_KIDNEY,EAR_SMALL_INTESTINE,1
EAR_KIDNEY,EAR_STOMACH,1
EAR_KIDNEY,EX-HN3,1
EAR_KIDNEY,EX-HN5,1
EAR_KIDNEY,GV24,1
EAR_KIDNEY,KI6,1
EAR_KIDNEY,LI10,1
EAR_KIDNEY,ST36,1
EAR_KIDNEY,TE17,1
EAR_LARGE_INTESTINE,EAR_LIVER,1
EAR_LARGE_INTESTINE,EAR_SANJIAO,1
EAR_LARGE_INTESTINE,EAR_SHENMEN,1
EAR_LARGE_INTESTINE,EAR_SMALL_INTESTINE,1
EAR_LARGE_INTESTINE,EAR_SPLEEN,1
EAR_LIVER,EAR_LUNG,1
EAR_LIVER,EAR_SANJIAO,1
EAR_LIVER,EAR_SMALL_INTESTINE,1
EAR_LIVER,EAR_STOMACH,1
EAR_LIVER,EX-HN3,1
EAR_LIVER,EX-HN5,1
EAR_LIVER,GV24,1
EAR_LIVER,KI6,1
EAR_LUNG,EAR_SHENMEN,1
EAR_LUNG,EAR_SPLEEN,1
EAR_LUNG,EAR_SYMPATHETIC,1
EAR_LUNG,EX-HN3,1
EAR_LUNG,EX-HN5,1
EAR_LUNG,GV20,1
EAR_LUNG,GV24,1
EAR_LUNG,HT7,1
EAR_OCCIPUT,EAR_STOMACH,1
EAR_OCCIPUT,EAR_SYMPATHETIC,1
EAR_OCCIPUT,GV20,1
EAR_OCCIPUT,HT7,1
EAR_OCCIPUT,YINTANG,1
EAR_SANJIAO,EAR_SHENMEN,1
EAR_SANJIAO,EAR_SMALL_INTESTINE,1
EAR_SANJIAO,EAR_SPLEEN,1
EAR_SHENMEN,EAR_SMALL_INTESTINE,1
EAR_SHENMEN,EAR_STOMACH,1
EAR_SHENMEN,EX-HN5,1
EAR_SHENMEN,GV24,1
EAR_SHENMEN,KI1,1
EAR_SHENMEN,KI6,1
EAR_SHENMEN,LI10,1
EAR_SHENMEN,ST36,1
EAR_SHENMEN,TE17,1
EAR_SMALL_INTESTINE,EAR_SPLEEN,1
EAR_SPLEEN,EAR_STOMACH,1
EAR_SPLEEN,EX-HN3,1
EAR_SPLEEN,EX-HN5,1
EAR_SPLEEN,GV24,1
EAR_SPLEEN,KI6,1
EAR_SPLEEN,LI10,1
EAR_SPLEEN,ST36,1
EAR_SPLEEN,TE17,1
EAR_STOMACH,EAR_SUBCORTEX,1
EAR_SUBCORTEX,KI6,1
EAR_SYMPATHETIC,EX-HN3,1
EAR_SYMPATHETIC,EX-HN5,1
EAR_SYMPATHETIC,GV24,1
EAR_SYMPATHETIC,KI6,1
EAR_SYMPATHETIC,LI10,1
EAR_SYMPATHETIC,ST36,1
EAR_SYMPATHETIC,TE17,1
EX-HN1,GB43,1
EX-HN1,LI4,1
EX-HN1,PC7,1
EX-HN1,SP4,1
EX-HN1,ST40,1
EX-HN22,EX-HN5,1
EX-HN22,GB20,1
EX-HN22,GB43,1
EX-HN22,GV29,1
EX-HN22,KI1,1
EX-HN22,KI3,1
EX-HN22,PC7,1
EX-HN3,GB43,1
EX-HN3,GV14,1
EX-HN3,GV24,1
EX-HN3,LI4,1
EX-HN3,LR2,1
EX-HN3,ST21,1
EX-HN3,TE6,1
EX-HN5,KI3,1
EX-HN5,LR3,1
EX-HN5,ST21,1
EX-HN5,ST36,1
GB19,GV17,1
GB19,GV20,1
GB19,HT7,1
GB19,LR3,1
GB19,PC6,1
GB19,SP6,1
GB19,ST36,1
GB20,SISHENCONG,1
GB25,LR14,1
GB34,KI1,1
GB34,SP6,1
GB34,ST36,1
GB35,GV20,1
GB35,HT7,1
GB35,KI6,1
GB35,KI9,1
GB35,PC6,1
GB35,SP6,1
GB43,GV20,1
GB43,GV24,1
GB43,HT7,1
GB43,KI6,1
GB43,LI4,1
GB43,LR2,1
GB43,LR3,1
GB43,PC6,1
GB43,PC7,1
GB43,ST36,1
GB43,TE6,1
GV1,GV10,1
GV1,GV11,1
GV1,GV12,1
GV1,GV13,1
GV1,GV14,1
GV1,GV15,1
GV1,GV16,1
GV1,GV17,1
GV1,GV18,1
GV1,GV19,1
GV1,GV2,1
GV1,GV20,1
GV1,GV21,1
GV1,GV22,1
GV1,GV23,1
GV1,GV24,1
GV1,GV25,1
GV1,GV26,1
GV1,GV27,1
GV1,GV28,1
GV1,GV3,1
GV1,GV4,1
GV1,GV5,1
GV1,GV6,1
GV1,GV7,1
GV1,GV8,1
GV1,GV9,1
GV10,GV12,1
GV10,GV13,1
GV10,GV15,1
GV10,GV18,1
GV10,GV19,1
GV10,GV2,1
GV10,GV21,1
GV10,GV22,1
GV10,GV23,1
GV10,GV25,1
GV10,GV27,1
GV10,GV28,1
GV10,GV3,1
GV10,GV5,1
GV10,GV6,1
GV10,GV7,1
GV10,GV8,1
GV10,YINTANG,1
GV11,GV12,1
GV11,GV13,1
GV11,GV15,1
GV11,GV19,1
GV11,GV2,1
GV11,GV21,1
GV11,GV22,1
GV11,GV23,1
GV11,GV25,1
GV11,GV27,1
GV11,GV28,1
GV11,GV3,1
GV11,GV5,1
GV11,GV6,1
GV11,GV7,1
GV11,GV8,1
GV11,HT7,1
GV11,KI3,1
GV11,PC6,1
GV11,YINTANG,1
GV12,GV13,1
GV12,GV14,1
GV12,GV15,1
GV12,GV16,1
GV12,GV17,1
GV12,GV18,1
GV12,GV19,1
GV12,GV2,1
GV12,GV20,1
GV12,GV21,1
GV12,GV22,1
GV12,GV23,1
GV12,GV24,1
GV12,GV25,1
GV12,GV26,1
GV12,GV27,1
GV12,GV28,1
GV12,GV3,1
GV12,GV4,1
GV12,GV5,1
GV12,GV6,1
GV12,GV7,1
GV12,GV8,1
GV12,GV9,1
GV13,GV14,1
GV13,GV15,1
GV13,GV16,1
GV13,GV17,1
GV13,GV18,1
GV13,GV19,1
GV13,GV2,1
GV13,GV20,1
GV13,GV21,1
GV13,GV22,1
GV13,GV23,1
GV13,GV24,1
GV13,GV25,1
GV13,GV26,1
GV13,GV27,1
GV13,GV28,1
GV13,GV3,1
GV13,GV4,1
GV13,GV5,1
GV13,GV6,1
GV13,GV7,1
GV13,GV8,1
GV13,GV9,1
GV14,GV15,1
GV14,GV19,1
GV14,GV2,1
GV14,GV21,1
GV14,GV22,1
GV14,GV23,1
GV14,GV25,1
GV14,GV27,1
GV14,GV28,1
GV14,GV3,1
GV14,GV5,1
GV14,GV6,1
GV14,GV7,1
GV14,GV8,1
GV14,HT7,1
GV14,LR3,1
GV14,PC6,1
GV14,SP6,1
GV14,ST25,1
GV14,ST36,1
GV14,YINTANG,1
GV15,GV16,1
GV15,GV17,1
GV15,GV18,1
GV15,GV19,1
GV15,GV2,1
GV15,GV20,1
GV15,GV21,1
GV15,GV22,1
GV15,GV23,1
GV15,GV24,1
GV15,GV25,1
GV15,GV26,1
GV15,GV27,1
GV15,GV28,1
GV15,GV3,1
GV15,GV4,1
GV15,GV5,1
GV15,GV6,1
GV15,GV7,1
GV15,GV8,1
GV15,GV9,1
GV16,GV19,1
GV16,GV2,1
GV16,GV21,1
GV16,GV22,1
GV16,GV23,1
GV16,GV25,1
GV16,GV27,1
GV16,GV28,1
GV16,GV3,1
GV16,GV5,1
GV16,GV6,1
GV16,GV7,1
GV16,GV8,1
GV16,HT7,1
GV16,KI3,1
GV16,PC6,1
GV16,YINTANG,1
GV17,GV19,1
GV17,GV2,1
GV17,GV21,1
GV17,GV22,1
GV17,GV23,1
GV17,GV25,1
GV17,GV27,1
GV17,GV28,1
GV17,GV3,1
GV17,GV5,1
GV17,GV6,1
GV17,GV7,1
GV17,GV8,1
GV17,HT7,1
GV17,LR3,1
GV17,PC6,1
GV17,SP6,1
GV17,ST36,1
GV17,YINTANG,1
GV18,GV19,1
GV18,GV2,1
GV18,GV21,1
GV18,GV22,1
GV18,GV23,1
GV18,GV25,1
GV18,GV26,1
GV18,GV27,1
GV18,GV28,1
GV18,GV3,1
GV18,GV4,1
GV18,GV5,1
GV18,GV6,1
GV18,GV7,1
GV18,GV8,1
GV18,GV9,1
GV19,GV2,1
GV19,GV20,1
GV19,GV21,1
GV19,GV22,1
GV19,GV23,1
GV19,GV24,1
GV19,GV25,1
GV19,GV26,1
GV19,GV27,1
GV19,GV28,1
GV19,GV3,1
GV19,GV4,1
GV19,GV5,1
GV19,GV6,1
GV19,GV7,1
GV19,GV8,1
GV19,GV9,1
GV2,GV20,1
GV2,GV21,1
GV2,GV22,1
GV2,GV23,1
GV2,GV24,1
GV2,GV25,1
GV2,GV26,1
GV2,GV27,1
GV2,GV28,1
GV2,GV3,1
GV2,GV4,1
GV2,GV5,1
GV2,GV6,1
GV2,GV7,1
GV2,GV8,1
GV2,GV9,1
GV20,GV21,1
GV20,GV22,1
GV20,GV23,1
GV20,GV25,1
GV20,GV27,1
GV20,GV28,1
GV20,GV29,1
GV20,GV3,1
GV20,GV5,1
GV20,GV6,1
GV20,GV7,1
GV20,GV8,1
GV20,KI9,1
GV20,PC7,1
GV20,SP4,1
GV20,ST40,1
GV20,TAIYANG,1
GV21,GV22,1
GV21,GV23,1
GV21,GV24,1
GV21,GV25,1
GV21,GV26,1
GV21,GV27,1
GV21,GV28,1
GV21,GV3,1
GV21,GV4,1
GV21,GV5,1
GV21,GV6,1
GV21,GV7,1
GV21,GV8,1
GV21,GV9,1
GV22,GV23,1
GV22,GV24,1
GV22,GV25,1
GV22,GV26,1
GV22,GV27,1
GV22,GV28,1
GV22,GV3,1
GV22,GV4,1
GV22,GV5,1
GV22,GV6,1
GV22,GV7,1
GV22,GV8,1
GV22,GV9,1
GV23,GV24,1
GV23,GV25,1
GV23,GV26,1
GV23,GV27,1
GV23,GV28,1
GV23,GV3,1
GV23,GV4,1
GV23,GV5,1
GV23,GV6,1
GV23,GV7,1
GV23,GV8,1
GV23,GV9,1
GV24,GV25,1
GV24,GV27,1
GV24,GV28,1
GV24,GV29,1
GV24,GV3,1
GV24,GV5,1
GV24,GV6,1
GV24,GV7,1
GV24,GV8,1
GV24,LI4,1
GV24,PC7,1
GV24,SP4,1
GV24,ST25,1
GV24,ST40,1
GV24,YINTANG,1
GV25,GV26,1
GV25,GV27,1
GV25,GV28,1
GV25,GV3,1
GV25,GV4,1
GV25,GV5,1
GV25,GV6,1
GV25,GV7,1
GV25,GV8,1
GV25,GV9,1
GV26,GV27,1
GV26,GV28,1
GV26,GV3,1
GV26,GV5,1
GV26,GV6,1
GV26,GV7,1
GV26,GV8,1
GV26,YINTANG,1
GV27,GV28,1
GV27,GV3,1
GV27,GV4,1
GV27,GV5,1
GV27,GV6,1
GV27,GV7,1
GV27,GV8,1
GV27,GV9,1
GV28,GV3,1
GV28,GV4,1
GV28,GV5,1
GV28,GV6,1
GV28,GV7,1
GV28,GV8,1
GV28,GV9,1
GV29,HT7,1
GV29,SP6,1
GV3,GV4,1
GV3,GV5,1
GV3,GV6,1
GV3,GV7,1
GV3,GV8,1
GV3,GV9,1
GV4,GV5,1
GV4,GV6,1
GV4,GV7,1
GV4,GV8,1
GV4,HT7,1
GV4,LR3,1
GV4,PC6,1
GV4,SP6,1
GV4,ST25,1
GV4,ST36,1
GV4,YINTANG,1
GV5,GV6,1
GV5,GV7,1
GV5,GV8,1
GV5,GV9,1
GV6,GV7,1
GV6,GV8,1
GV6,GV9,1
GV7,GV8,1
